Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Late
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Present
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Absent
Charles Taylor,9,Absent
Sarah Jones,10,Excused
James Williams,11,Late
Michael Brown,12,Late
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Absent
Daniel Williams,16,Late
Joseph Brown,17,Late
Linda Johnson,18,Absent
Anthony Smith,19,Absent
Barbara Taylor,20,Absent
Steven Williams,21,Absent
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Absent
Brian Brown,27,Present
Kevin Johnson,28,Present
David Smith,29,Late
Melissa Taylor,30,Present
