Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Late
William Brown,4,Absent
Susan Williams,5,Late
David Miller,6,Late
Mary Johnson,7,Excused
Robert Smith,8,Excused
Charles Taylor,9,Late
Sarah Jones,10,Absent
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Late
Joseph Brown,17,Late
Linda Johnson,18,Present
Anthony Smith,19,Absent
Barbara Taylor,20,Late
Steven Williams,21,Present
Edward Brown,22,Late
Christopher Johnson,23,Late
Matthew Smith,24,Present
Jennifer Taylor,25,Absent
Andrew Williams,26,Late
Brian Brown,27,Absent
Kevin Johnson,28,Late
David Smith,29,Excused
Melissa Taylor,30,Present
