Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Late
Michael Jones,3,Late
William Brown,4,Excused
Susan Williams,5,Present
David Miller,6,Absent
Mary Johnson,7,Excused
Robert Smith,8,Present
Charles Taylor,9,Late
Sarah Jones,10,Excused
James Williams,11,Present
Michael Brown,12,Present
Patricia Johnson,13,Absent
William Smith,14,Present
Elizabeth Taylor,15,Absent
Daniel Williams,16,Late
Joseph Brown,17,Late
Linda Johnson,18,Late
Anthony Smith,19,Late
Barbara Taylor,20,Late
Steven Williams,21,Late
Edward Brown,22,Excused
Christopher Johnson,23,Present
Matthew Smith,24,Present
Jennifer Taylor,25,Absent
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Late
Melissa Taylor,30,Excused
