Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Excused
Michael Jones,3,Late
William Brown,4,Absent
Susan Williams,5,Excused
David Miller,6,Late
Mary Johnson,7,Present
Robert Smith,8,Excused
Charles Taylor,9,Excused
Sarah Jones,10,Present
James Williams,11,Absent
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Present
Elizabeth Taylor,15,Present
Daniel Williams,16,Absent
Joseph Brown,17,Absent
Linda Johnson,18,Absent
Anthony Smith,19,Present
Barbara Taylor,20,Present
Steven Williams,21,Present
Edward Brown,22,Absent
Christopher Johnson,23,Late
Matthew Smith,24,Absent
Jennifer Taylor,25,Late
Andrew Williams,26,Late
Brian Brown,27,Present
Kevin Johnson,28,Present
David Smith,29,Absent
Melissa Taylor,30,Absent
