Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Absent
Michael Jones,3,Late
William Brown,4,Excused
Susan Williams,5,Absent
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Late
Charles Taylor,9,Excused
Sarah Jones,10,Late
James Williams,11,Absent
Michael Brown,12,Late
Patricia Johnson,13,Present
William Smith,14,Excused
Elizabeth Taylor,15,Late
Daniel Williams,16,Excused
Joseph Brown,17,Absent
Linda Johnson,18,Late
Anthony Smith,19,Absent
Barbara Taylor,20,Absent
Steven Williams,21,Absent
Edward Brown,22,Present
Christopher Johnson,23,Excused
Matthew Smith,24,Present
Jennifer Taylor,25,Absent
Andrew Williams,26,Late
Brian Brown,27,Present
Kevin Johnson,28,Late
David Smith,29,Excused
Melissa Taylor,30,Late
