Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Present
Michael Jones,3,Present
William Brown,4,Absent
Susan Williams,5,Present
David Miller,6,Absent
Mary Johnson,7,Late
Robert Smith,8,Absent
Charles Taylor,9,Excused
Sarah Jones,10,Present
James Williams,11,Present
Michael Brown,12,Present
Patricia Johnson,13,Present
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Present
Joseph Brown,17,Present
Linda Johnson,18,Excused
Anthony Smith,19,Present
Barbara Taylor,20,Late
Steven Williams,21,Present
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Late
Jennifer Taylor,25,Absent
Andrew Williams,26,Late
Brian Brown,27,Excused
Kevin Johnson,28,Present
David Smith,29,Present
Melissa Taylor,30,Present
