Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Late
Michael Jones,3,Present
William Brown,4,Present
Susan Williams,5,Excused
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Present
Charles Taylor,9,Absent
Sarah Jones,10,Absent
James Williams,11,Present
Michael Brown,12,Present
Patricia Johnson,13,Present
William Smith,14,Excused
Elizabeth Taylor,15,Late
Daniel Williams,16,Present
Joseph Brown,17,Absent
Linda Johnson,18,Absent
Anthony Smith,19,Absent
Barbara Taylor,20,Late
Steven Williams,21,Absent
Edward Brown,22,Present
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Absent
Brian Brown,27,Late
Kevin Johnson,28,Excused
David Smith,29,Late
Melissa Taylor,30,Late
