Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Excused
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Late
Robert Smith,8,Late
Charles Taylor,9,Absent
Sarah Jones,10,Present
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Excused
Elizabeth Taylor,15,Excused
Daniel Williams,16,Late
Joseph Brown,17,Present
Linda Johnson,18,Present
Anthony Smith,19,Late
Barbara Taylor,20,Excused
Steven Williams,21,Excused
Edward Brown,22,Late
Christopher Johnson,23,Present
Matthew Smith,24,Absent
Jennifer Taylor,25,Late
Andrew Williams,26,Excused
Brian Brown,27,Absent
Kevin Johnson,28,Late
David Smith,29,Late
Melissa Taylor,30,Excused
