Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Absent
Susan Williams,5,Present
David Miller,6,Excused
Mary Johnson,7,Excused
Robert Smith,8,Present
Charles Taylor,9,Present
Sarah Jones,10,Absent
James Williams,11,Absent
Michael Brown,12,Present
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Absent
Daniel Williams,16,Present
Joseph Brown,17,Absent
Linda Johnson,18,Excused
Anthony Smith,19,Excused
Barbara Taylor,20,Excused
Steven Williams,21,Absent
Edward Brown,22,Late
Christopher Johnson,23,Excused
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Late
David Smith,29,Absent
Melissa Taylor,30,Absent
