Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Absent
Michael Jones,3,Excused
William Brown,4,Excused
Susan Williams,5,Absent
David Miller,6,Excused
Mary Johnson,7,Absent
Robert Smith,8,Late
Charles Taylor,9,Excused
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Absent
Patricia Johnson,13,Absent
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Absent
Joseph Brown,17,Late
Linda Johnson,18,Late
Anthony Smith,19,Excused
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Excused
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Late
David Smith,29,Excused
Melissa Taylor,30,Present
