Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Present
Michael Jones,3,Excused
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Excused
Mary Johnson,7,Excused
Robert Smith,8,Excused
Charles Taylor,9,Absent
Sarah Jones,10,Present
James Williams,11,Present
Michael Brown,12,Late
Patricia Johnson,13,Late
William Smith,14,Absent
Elizabeth Taylor,15,Present
Daniel Williams,16,Present
Joseph Brown,17,Late
Linda Johnson,18,Late
Anthony Smith,19,Late
Barbara Taylor,20,Late
Steven Williams,21,Present
Edward Brown,22,Excused
Christopher Johnson,23,Present
Matthew Smith,24,Excused
Jennifer Taylor,25,Late
Andrew Williams,26,Present
Brian Brown,27,Late
Kevin Johnson,28,Late
David Smith,29,Present
Melissa Taylor,30,Absent
