Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Absent
Michael Jones,3,Late
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Present
Mary Johnson,7,Present
Robert Smith,8,Late
Charles Taylor,9,Excused
Sarah Jones,10,Present
James Williams,11,Absent
Michael Brown,12,Present
Patricia Johnson,13,Absent
William Smith,14,Late
Elizabeth Taylor,15,Late
Daniel Williams,16,Absent
Joseph Brown,17,Present
Linda Johnson,18,Excused
Anthony Smith,19,Late
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Late
Jennifer Taylor,25,Excused
Andrew Williams,26,Late
Brian Brown,27,Excused
Kevin Johnson,28,Absent
David Smith,29,Absent
Melissa Taylor,30,Absent
