Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Late
Michael Jones,3,Late
William Brown,4,Excused
Susan Williams,5,Present
David Miller,6,Absent
Mary Johnson,7,Late
Robert Smith,8,Late
Charles Taylor,9,Late
Sarah Jones,10,Present
James Williams,11,Present
Michael Brown,12,Absent
Patricia Johnson,13,Absent
William Smith,14,Excused
Elizabeth Taylor,15,Present
Daniel Williams,16,Excused
Joseph Brown,17,Late
Linda Johnson,18,Present
Anthony Smith,19,Excused
Barbara Taylor,20,Excused
Steven Williams,21,Excused
Edward Brown,22,Present
Christopher Johnson,23,Late
Matthew Smith,24,Present
Jennifer Taylor,25,Excused
Andrew Williams,26,Late
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Present
Melissa Taylor,30,Present
