Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Absent
Susan Williams,5,Present
David Miller,6,Present
Mary Johnson,7,Present
Robert Smith,8,Present
Charles Taylor,9,Late
Sarah Jones,10,Late
James Williams,11,Late
Michael Brown,12,Present
Patricia Johnson,13,Excused
William Smith,14,Absent
Elizabeth Taylor,15,Excused
Daniel Williams,16,Absent
Joseph Brown,17,Present
Linda Johnson,18,Present
Anthony Smith,19,Excused
Barbara Taylor,20,Absent
Steven Williams,21,Absent
Edward Brown,22,Excused
Christopher Johnson,23,Present
Matthew Smith,24,Absent
Jennifer Taylor,25,Present
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Late
David Smith,29,Excused
Melissa Taylor,30,Excused
