Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Excused
Michael Jones,3,Excused
William Brown,4,Present
Susan Williams,5,Present
David Miller,6,Absent
Mary Johnson,7,Late
Robert Smith,8,Absent
Charles Taylor,9,Absent
Sarah Jones,10,Present
James Williams,11,Excused
Michael Brown,12,Excused
Patricia Johnson,13,Excused
William Smith,14,Absent
Elizabeth Taylor,15,Excused
Daniel Williams,16,Excused
Joseph Brown,17,Absent
Linda Johnson,18,Late
Anthony Smith,19,Excused
Barbara Taylor,20,Absent
Steven Williams,21,Late
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Absent
Jennifer Taylor,25,Absent
Andrew Williams,26,Absent
Brian Brown,27,Absent
Kevin Johnson,28,Absent
David Smith,29,Absent
Melissa Taylor,30,Excused
