Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Late
Michael Jones,3,Late
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Late
Robert Smith,8,Present
Charles Taylor,9,Absent
Sarah Jones,10,Present
James Williams,11,Late
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Present
Elizabeth Taylor,15,Late
Daniel Williams,16,Late
Joseph Brown,17,Absent
Linda Johnson,18,Absent
Anthony Smith,19,Present
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Late
Christopher Johnson,23,Absent
Matthew Smith,24,Absent
Jennifer Taylor,25,Absent
Andrew Williams,26,Present
Brian Brown,27,Absent
Kevin Johnson,28,Late
David Smith,29,Absent
Melissa Taylor,30,Late
