Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Excused
Michael Jones,3,Absent
William Brown,4,Late
Susan Williams,5,Late
David Miller,6,Excused
Mary Johnson,7,Excused
Robert Smith,8,Late
Charles Taylor,9,Present
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Present
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Absent
Daniel Williams,16,Late
Joseph Brown,17,Absent
Linda Johnson,18,Late
Anthony Smith,19,Present
Barbara Taylor,20,Present
Steven Williams,21,Late
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Late
Jennifer Taylor,25,Late
Andrew Williams,26,Excused
Brian Brown,27,Present
Kevin Johnson,28,Late
David Smith,29,Present
Melissa Taylor,30,Present
