Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Late
Michael Jones,3,Present
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Late
Mary Johnson,7,Absent
Robert Smith,8,Present
Charles Taylor,9,Excused
Sarah Jones,10,Present
James Williams,11,Present
Michael Brown,12,Excused
Patricia Johnson,13,Excused
William Smith,14,Excused
Elizabeth Taylor,15,Present
Daniel Williams,16,Excused
Joseph Brown,17,Excused
Linda Johnson,18,Present
Anthony Smith,19,Late
Barbara Taylor,20,Excused
Steven Williams,21,Absent
Edward Brown,22,Excused
Christopher Johnson,23,Present
Matthew Smith,24,Absent
Jennifer Taylor,25,Absent
Andrew Williams,26,Absent
Brian Brown,27,Late
Kevin Johnson,28,Present
David Smith,29,Late
Melissa Taylor,30,Absent
