Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Present
Robert Smith,8,Late
Charles Taylor,9,Absent
Sarah Jones,10,Late
James Williams,11,Present
Michael Brown,12,Excused
Patricia Johnson,13,Absent
William Smith,14,Excused
Elizabeth Taylor,15,Late
Daniel Williams,16,Absent
Joseph Brown,17,Late
Linda Johnson,18,Absent
Anthony Smith,19,Absent
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Late
Christopher Johnson,23,Late
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Absent
Brian Brown,27,Late
Kevin Johnson,28,Excused
David Smith,29,Present
Melissa Taylor,30,Absent
