Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Present
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Present
David Miller,6,Late
Mary Johnson,7,Late
Robert Smith,8,Excused
Charles Taylor,9,Absent
Sarah Jones,10,Absent
James Williams,11,Present
Michael Brown,12,Present
Patricia Johnson,13,Present
William Smith,14,Late
Elizabeth Taylor,15,Late
Daniel Williams,16,Excused
Joseph Brown,17,Present
Linda Johnson,18,Present
Anthony Smith,19,Absent
Barbara Taylor,20,Late
Steven Williams,21,Absent
Edward Brown,22,Late
Christopher Johnson,23,Late
Matthew Smith,24,Present
Jennifer Taylor,25,Excused
Andrew Williams,26,Excused
Brian Brown,27,Late
Kevin Johnson,28,Present
David Smith,29,Absent
Melissa Taylor,30,Excused
