Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Late
William Brown,4,Present
Susan Williams,5,Absent
David Miller,6,Late
Mary Johnson,7,Present
Robert Smith,8,Late
Charles Taylor,9,Late
Sarah Jones,10,Absent
James Williams,11,Present
Michael Brown,12,Late
Patricia Johnson,13,Absent
William Smith,14,Present
Elizabeth Taylor,15,Late
Daniel Williams,16,Present
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Present
Barbara Taylor,20,Late
Steven Williams,21,Excused
Edward Brown,22,Present
Christopher Johnson,23,Late
Matthew Smith,24,Absent
Jennifer Taylor,25,Late
Andrew Williams,26,Absent
Brian Brown,27,Absent
Kevin Johnson,28,Absent
David Smith,29,Late
Melissa Taylor,30,Excused
