Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Present
Michael Jones,3,Late
William Brown,4,Absent
Susan Williams,5,Late
David Miller,6,Present
Mary Johnson,7,Present
Robert Smith,8,Excused
Charles Taylor,9,Late
Sarah Jones,10,Late
James Williams,11,Present
Michael Brown,12,Late
Patricia Johnson,13,Present
William Smith,14,Present
Elizabeth Taylor,15,Excused
Daniel Williams,16,Excused
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Excused
Barbara Taylor,20,Late
Steven Williams,21,Absent
Edward Brown,22,Absent
Christopher Johnson,23,Late
Matthew Smith,24,Excused
Jennifer Taylor,25,Absent
Andrew Williams,26,Absent
Brian Brown,27,Absent
Kevin Johnson,28,Present
David Smith,29,Present
Melissa Taylor,30,Present
