Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Absent
Michael Jones,3,Absent
William Brown,4,Late
Susan Williams,5,Excused
David Miller,6,Excused
Mary Johnson,7,Excused
Robert Smith,8,Late
Charles Taylor,9,Present
Sarah Jones,10,Late
James Williams,11,Present
Michael Brown,12,Late
Patricia Johnson,13,Late
William Smith,14,Excused
Elizabeth Taylor,15,Excused
Daniel Williams,16,Excused
Joseph Brown,17,Present
Linda Johnson,18,Excused
Anthony Smith,19,Late
Barbara Taylor,20,Excused
Steven Williams,21,Late
Edward Brown,22,Excused
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Late
Andrew Williams,26,Late
Brian Brown,27,Absent
Kevin Johnson,28,Excused
David Smith,29,Excused
Melissa Taylor,30,Present
