Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Late
Michael Jones,3,Late
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Present
Robert Smith,8,Absent
Charles Taylor,9,Late
Sarah Jones,10,Excused
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Excused
Elizabeth Taylor,15,Excused
Daniel Williams,16,Present
Joseph Brown,17,Late
Linda Johnson,18,Excused
Anthony Smith,19,Excused
Barbara Taylor,20,Late
Steven Williams,21,Absent
Edward Brown,22,Present
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Late
Andrew Williams,26,Excused
Brian Brown,27,Excused
Kevin Johnson,28,Present
David Smith,29,Late
Melissa Taylor,30,Present
