Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Absent
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Excused
Charles Taylor,9,Absent
Sarah Jones,10,Late
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Present
Daniel Williams,16,Absent
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Absent
Barbara Taylor,20,Absent
Steven Williams,21,Present
Edward Brown,22,Excused
Christopher Johnson,23,Present
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Late
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Absent
Melissa Taylor,30,Excused
