Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Late
Michael Jones,3,Excused
William Brown,4,Present
Susan Williams,5,Late
David Miller,6,Present
Mary Johnson,7,Present
Robert Smith,8,Present
Charles Taylor,9,Present
Sarah Jones,10,Late
James Williams,11,Present
Michael Brown,12,Present
Patricia Johnson,13,Excused
William Smith,14,Excused
Elizabeth Taylor,15,Present
Daniel Williams,16,Present
Joseph Brown,17,Late
Linda Johnson,18,Present
Anthony Smith,19,Present
Barbara Taylor,20,Absent
Steven Williams,21,Present
Edward Brown,22,Excused
Christopher Johnson,23,Absent
Matthew Smith,24,Present
Jennifer Taylor,25,Excused
Andrew Williams,26,Present
Brian Brown,27,Late
Kevin Johnson,28,Absent
David Smith,29,Absent
Melissa Taylor,30,Absent
