Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Late
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Late
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Present
Charles Taylor,9,Present
Sarah Jones,10,Excused
James Williams,11,Late
Michael Brown,12,Late
Patricia Johnson,13,Absent
William Smith,14,Late
Elizabeth Taylor,15,Late
Daniel Williams,16,Present
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Present
Barbara Taylor,20,Absent
Steven Williams,21,Absent
Edward Brown,22,Absent
Christopher Johnson,23,Late
Matthew Smith,24,Absent
Jennifer Taylor,25,Absent
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Absent
Melissa Taylor,30,Excused
