Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Present
Michael Jones,3,Absent
William Brown,4,Late
Susan Williams,5,Excused
David Miller,6,Excused
Mary Johnson,7,Absent
Robert Smith,8,Late
Charles Taylor,9,Absent
Sarah Jones,10,Excused
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Absent
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Excused
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Late
Barbara Taylor,20,Late
Steven Williams,21,Absent
Edward Brown,22,Present
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Present
Andrew Williams,26,Excused
Brian Brown,27,Late
Kevin Johnson,28,Excused
David Smith,29,Excused
Melissa Taylor,30,Absent
