Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Present
Susan Williams,5,Absent
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Excused
Charles Taylor,9,Present
Sarah Jones,10,Present
James Williams,11,Present
Michael Brown,12,Excused
Patricia Johnson,13,Late
William Smith,14,Present
Elizabeth Taylor,15,Absent
Daniel Williams,16,Present
Joseph Brown,17,Late
Linda Johnson,18,Present
Anthony Smith,19,Absent
Barbara Taylor,20,Present
Steven Williams,21,Late
Edward Brown,22,Excused
Christopher Johnson,23,Excused
Matthew Smith,24,Present
Jennifer Taylor,25,Absent
Andrew Williams,26,Late
Brian Brown,27,Late
Kevin Johnson,28,Present
David Smith,29,Late
Melissa Taylor,30,Present
