Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Present
Michael Jones,3,Late
William Brown,4,Excused
Susan Williams,5,Late
David Miller,6,Late
Mary Johnson,7,Late
Robert Smith,8,Late
Charles Taylor,9,Late
Sarah Jones,10,Late
James Williams,11,Late
Michael Brown,12,Excused
Patricia Johnson,13,Present
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Absent
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Late
Barbara Taylor,20,Late
Steven Williams,21,Late
Edward Brown,22,Absent
Christopher Johnson,23,Present
Matthew Smith,24,Late
Jennifer Taylor,25,Absent
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Excused
Melissa Taylor,30,Present
