Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Absent
Michael Jones,3,Excused
William Brown,4,Present
Susan Williams,5,Excused
David Miller,6,Present
Mary Johnson,7,Late
Robert Smith,8,Present
Charles Taylor,9,Late
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Present
Patricia Johnson,13,Late
William Smith,14,Present
Elizabeth Taylor,15,Excused
Daniel Williams,16,Absent
Joseph Brown,17,Absent
Linda Johnson,18,Present
Anthony Smith,19,Late
Barbara Taylor,20,Present
Steven Williams,21,Excused
Edward Brown,22,Late
Christopher Johnson,23,Present
Matthew Smith,24,Late
Jennifer Taylor,25,Absent
Andrew Williams,26,Excused
Brian Brown,27,Absent
Kevin Johnson,28,Late
David Smith,29,Present
Melissa Taylor,30,Present
