Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Present
Robert Smith,8,Excused
Charles Taylor,9,Excused
Sarah Jones,10,Late
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Late
William Smith,14,Absent
Elizabeth Taylor,15,Absent
Daniel Williams,16,Absent
Joseph Brown,17,Excused
Linda Johnson,18,Absent
Anthony Smith,19,Present
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Present
Christopher Johnson,23,Absent
Matthew Smith,24,Absent
Jennifer Taylor,25,Excused
Andrew Williams,26,Present
Brian Brown,27,Absent
Kevin Johnson,28,Absent
David Smith,29,Present
Melissa Taylor,30,Absent
