Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Present
Michael Jones,3,Absent
William Brown,4,Present
Susan Williams,5,Absent
David Miller,6,Late
Mary Johnson,7,Absent
Robert Smith,8,Late
Charles Taylor,9,Present
Sarah Jones,10,Excused
James Williams,11,Excused
Michael Brown,12,Late
Patricia Johnson,13,Present
William Smith,14,Present
Elizabeth Taylor,15,Absent
Daniel Williams,16,Excused
Joseph Brown,17,Present
Linda Johnson,18,Present
Anthony Smith,19,Excused
Barbara Taylor,20,Late
Steven Williams,21,Excused
Edward Brown,22,Absent
Christopher Johnson,23,Absent
Matthew Smith,24,Late
Jennifer Taylor,25,Excused
Andrew Williams,26,Late
Brian Brown,27,Late
Kevin Johnson,28,Present
David Smith,29,Present
Melissa Taylor,30,Excused
