Student_name,Student_id,Attendance_Status
John Doe,1,Late
Jane Smith,2,Excused
Michael Jones,3,Absent
William Brown,4,Excused
Susan Williams,5,Absent
David Miller,6,Present
Mary Johnson,7,Absent
Robert Smith,8,Present
Charles Taylor,9,Excused
Sarah Jones,10,Excused
James Williams,11,Excused
Michael Brown,12,Late
Patricia Johnson,13,Absent
William Smith,14,Late
Elizabeth Taylor,15,Absent
Daniel Williams,16,Excused
Joseph Brown,17,Excused
Linda Johnson,18,Late
Anthony Smith,19,Present
Barbara Taylor,20,Late
Steven Williams,21,Late
Edward Brown,22,Present
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Excused
Andrew Williams,26,Present
Brian Brown,27,Excused
Kevin Johnson,28,Excused
David Smith,29,Late
Melissa Taylor,30,Present
