Student_name,Student_id,Attendance_Status
John Doe,1,Present
Jane Smith,2,Excused
Michael Jones,3,Late
William Brown,4,Absent
Susan Williams,5,Excused
David Miller,6,Present
Mary Johnson,7,Present
Robert Smith,8,Late
Charles Taylor,9,Absent
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Present
Patricia Johnson,13,Late
William Smith,14,Present
Elizabeth Taylor,15,Present
Daniel Williams,16,Excused
Joseph Brown,17,Present
Linda Johnson,18,Late
Anthony Smith,19,Absent
Barbara Taylor,20,Present
Steven Williams,21,Excused
Edward Brown,22,Late
Christopher Johnson,23,Excused
Matthew Smith,24,Late
Jennifer Taylor,25,Present
Andrew Williams,26,Late
Brian Brown,27,Present
Kevin Johnson,28,Absent
David Smith,29,Present
Melissa Taylor,30,Absent
