Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Present
Michael Jones,3,Late
William Brown,4,Absent
Susan Williams,5,Excused
David Miller,6,Late
Mary Johnson,7,Late
Robert Smith,8,Present
Charles Taylor,9,Present
Sarah Jones,10,Present
James Williams,11,Excused
Michael Brown,12,Absent
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Late
Daniel Williams,16,Absent
Joseph Brown,17,Present
Linda Johnson,18,Late
Anthony Smith,19,Excused
Barbara Taylor,20,Absent
Steven Williams,21,Late
Edward Brown,22,Absent
Christopher Johnson,23,Absent
Matthew Smith,24,Excused
Jennifer Taylor,25,Excused
Andrew Williams,26,Absent
Brian Brown,27,Excused
Kevin Johnson,28,Absent
David Smith,29,Present
Melissa Taylor,30,Absent
