Student_name,Student_id,Attendance_Status
John Doe,1,Absent
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Late
Susan Williams,5,Late
David Miller,6,Absent
Mary Johnson,7,Absent
Robert Smith,8,Excused
Charles Taylor,9,Present
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Excused
Patricia Johnson,13,Excused
William Smith,14,Excused
Elizabeth Taylor,15,Excused
Daniel Williams,16,Excused
Joseph Brown,17,Absent
Linda Johnson,18,Present
Anthony Smith,19,Present
Barbara Taylor,20,Present
Steven Williams,21,Absent
Edward Brown,22,Late
Christopher Johnson,23,Excused
Matthew Smith,24,Excused
Jennifer Taylor,25,Late
Andrew Williams,26,Absent
Brian Brown,27,Present
Kevin Johnson,28,Absent
David Smith,29,Late
Melissa Taylor,30,Excused
