Student_name,Student_id,Attendance_Status
John Doe,1,Excused
Jane Smith,2,Absent
Michael Jones,3,Present
William Brown,4,Absent
Susan Williams,5,Present
David Miller,6,Excused
Mary Johnson,7,Late
Robert Smith,8,Late
Charles Taylor,9,Late
Sarah Jones,10,Excused
James Williams,11,Absent
Michael Brown,12,Excused
Patricia Johnson,13,Absent
William Smith,14,Absent
Elizabeth Taylor,15,Late
Daniel Williams,16,Present
Joseph Brown,17,Late
Linda Johnson,18,Excused
Anthony Smith,19,Late
Barbara Taylor,20,Present
Steven Williams,21,Late
Edward Brown,22,Late
Christopher Johnson,23,Present
Matthew Smith,24,Present
Jennifer Taylor,25,Present
Andrew Williams,26,Excused
Brian Brown,27,Late
Kevin Johnson,28,Present
David Smith,29,Absent
Melissa Taylor,30,Present
